건축구분,건물명,대지위치,대지면적(제곱미터),건축면적(제곱미터),연면적(제곱미터),증축연면적(제곱미터),건폐율(퍼센트),용적률(퍼센트),구조,허가일,착공처리일,사용승인일,최대지상층수,최대지하층수,주용도,부속용도,용도지역,용도지구,용도구역,세대수,호수,가구수
신축,,서울특별시 광진구 능동 177-12 외2필지,149,88.08,220.76,,59.7,149.63,철근콘크리트구조,2017-02-23,2017-02-28,2017-07-13,4,0,단독주택,다가구주택,제1종일반주거지역,최고고도지구,,,,5
신축,화양동 111-3 제2종근린생활시설 (박현기),서울특별시 광진구 화양동 9-80,186.4,111.35,493.48,,59.74,199.93,철근콘크리트구조,2016-11-28,2016-12-28,2017-07-13,4,1,제2종근린생활시설,"사무소 ,단독주택",도시지역,대공방어협조구역,학교환경위생정화구역,,,1
신축,,서울특별시 광진구 능동 315-1,273.2,160.7,544.25,,58.82,199.21,철근콘크리트구조,2016-09-29,2016-11-17,2017-07-13,6,0,공동주택,도시형생활주택(단지형다세대),제2종일반주거지역,,,10,,
신축,,서울특별시 광진구 능동 315-21,256.7,153.79,508.77,,59.91,198.2,철근콘크리트구조,2016-09-28,2016-11-17,2017-07-13,6,0,공동주택,도시형생활주택(단지형다세대) 제1종근린생활시설,제2종일반주거지역,,,10,1,
신축,,서울특별시 광진구 군자동 39-5,160.69,96.14,321.24,,59.82,199.91,철근콘크리트구조,2017-03-15,2017-03-27,2017-07-12,5,0,단독주택,근생 및 다가구주택,도시지역,,도로구역,,,5
신축,도담빌,서울특별시 광진구 구의동 61-37,173.2,103.55,346.31,,59.79,199.95,철근콘크리트구조,2016-12-14,2016-12-23,2017-07-11,5,0,단독주택,"다가구주택,제2종근린생활시설(사무소)",제2종일반주거지역,,,,,5
신축,중곡동 107-101 공동주택 (김오종),서울특별시 광진구 중곡동 107-101,135.9,79.04,282.6,,58.16,149.79,철근콘크리트구조,2016-11-18,2016-12-29,2017-07-11,4,1,공동주택,다세대주택및근린생활시설,제1종일반주거지역,,,7,,
신축,한양팰리스,서울특별시 광진구 자양동 589-16,570.6,317.82,1138.98,,55.7,199.61,철근콘크리트구조,2016-11-21,2016-12-21,2017-07-10,6,0,공동주택,도시형생활주택-단지형다세대주택20,제2종일반주거지역,,,20,,
신축,영진팰리스,서울특별시 광진구 구의동 80-5 외1필지,222.8,110.8,556.49,,49.73,249.77,철근콘크리트구조,2017-01-04,2017-01-05,2017-07-06,7,0,단독주택,"다가구주택,제2종근린생활시설(사무소)",제3종일반주거지역,,,,,6
신축,케이비씨티,서울특별시 광진구 구의동 653-8,149,85.36,278.08,,57.29,186.63,철근콘크리트구조,2016-02-17,2017-03-03,2017-07-06,5,0,공동주택,다세대주택및제1종근린생활시설,제2종일반주거지역,,,8,1,
신축,동서화운트빌,서울특별시 광진구 구의동 236-35,191.4,94.5,407.92,,49.37,213.12,철근콘크리트구조,2016-07-27,2016-12-26,2017-07-05,5,0,공동주택,다세대주택(8세대),제3종일반주거지역,,,8,1,
신축,금상빌리지 2차,서울특별시 광진구 중곡동 147-16,241,130.02,360.37,,53.95,149.53,철근콘크리트구조,2016-12-27,2017-02-14,2017-07-04,5,0,공동주택,도시형생활주택(단지형다세대:9세대),제1종일반주거지역,,,9,,
신축,,서울특별시 광진구 자양동 650-48,189.9,105.42,342.28,,55.51,180.24,철근콘크리트구조,2016-08-10,2017-03-13,2017-07-04,5,0,공동주택,근린생활시설및다세대주택,제2종일반주거지역,,,6,1,
신축,,서울특별시 광진구 자양동 620-31,165.4,97.95,318.7,,59.22,192.68,철근콘크리트구조,2016-12-27,2016-12-30,2017-07-03,4,0,단독주택,근생 및 다가구주택,도시지역,,,,,5
신축,,서울특별시 광진구 화양동 10-30,154,92.06,307.38,,59.78,199.6,철근콘크리트구조,2016-11-25,2016-12-30,2017-07-03,5,0,단독주택,다가구주택,제2종일반주거지역,,,,,6
신축,중곡동 31-16 도시형생활주택 (김경현),서울특별시 광진구 중곡동 31-16,162.69,96.92,306.16,,59.57,188.19,철근콘크리트구조,2016-08-25,2016-09-18,2017-07-03,5,0,공동주택,도시형생활주택 (단지형다세대),제2종일반주거지역,대공방어협조구역,지구단위계획구역,7,,
신축,,서울특별시 광진구 화양동 15-52,157.21,93.84,308.14,,59.69,196,철근콘크리트구조,2016-01-08,2016-12-26,2017-07-03,5,0,공동주택,도시형생활주택,제2종일반주거지역,,,11,,
신축,에덴빌 5차,서울특별시 광진구 중곡동 127-47,184.21,110.12,358.24,,59.78,194.47,철근콘크리트구조,2016-12-01,2017-02-15,2017-06-30,5,0,공동주택,다세대주택(10세대) 및 제1종근린생활시설(사무소),제2종일반주거지역,대공방어협조구역,학교환경위생정화구역,10,1,
신축,바우하우스,서울특별시 광진구 중곡동 24-4,358.1,190.98,694.69,,53.33,193.99,철근콘크리트구조,2016-10-27,2016-11-14,2017-06-30,6,0,공동주택,도시형생활주택(단지형다세대)및제1종근생(소매점),제2종일반주거지역,미관지구기타,지구단위계획구역,10,,
신축,,서울특별시 광진구 자양동 613-20,171,97.18,311.93,,56.83,182.42,철근콘크리트구조,2016-11-25,2017-01-02,2017-06-29,5,0,공동주택,다세대주택,제2종일반주거지역,,,8,,
신축,맨쉬하우스,서울특별시 광진구 구의동 219-35,125.6,62.63,180.69,,49.86,143.86,철근콘크리트구조,2017-01-03,2017-02-13,2017-06-27,3,0,단독주택,,제3종일반주거지역,,,,,1
신축,,서울특별시 광진구 중곡동 18-124,171.1,102.23,427.74,,59.75,186.21,철근콘크리트구조,2016-11-25,2016-12-14,2017-06-27,5,1,공동주택,다세대주택,제2종일반주거지역,,지구단위계획구역,6,,
신축,,서울특별시 광진구 중곡동 242-38,173.9,104.03,347.67,,59.82,199.92,철근콘크리트구조,2016-12-12,2016-12-29,2017-06-26,5,0,공동주택,근생 및 다세대주택,도시지역,,,7,,
신축,"자양동 13-46 제2종근린생활시설 ,단독주택(다가구5가구)",서울특별시 광진구 자양동 13-46,147.8,87.9,299.69,,59.47,189.8,철근콘크리트구조,2016-12-21,2016-12-30,2017-06-23,4,0,제2종근린생활시설,"사무소,단독주책(다가구주택5가구)",도시지역,대공방어협조구역,학교환경위생정화구역,,,5
신축,메종드52,서울특별시 광진구 자양동 640-33 외1필지,266.6,159.18,532.82,,59.71,199.858,철근콘크리트구조,2016-06-21,2016-10-25,2017-06-23,5,0,공동주택,다세대주택,도시지역,대공방어협조구역,,12,,
신축,화양동 502-1 다가구주택 ,서울특별시 광진구 화양동 502-1,248,123.94,564.16,,49.97,227.48,철근콘크리트구조,2016-05-16,2016-07-05,2017-06-23,6,0,단독주택,다가구주택(7가구),건축용도지역기타,대공방어협조구역,학교환경위생정화구역,,,7
신축,.,서울특별시 광진구 능동 220-5,165.4,94.36,940.57,,57.05,487.83,철근콘크리트구조,2016-05-31,2016-08-02,2017-06-22,9,1,제1종근린생활시설,"근린생활시설, 업무시설, 단독주택",도시지역,,제1종지구단위계획구역,,,1
신축,머스트하우스,서울특별시 광진구 구의동 241-22,103.8,60.3,138.91,,58.09,133.83,철근콘크리트구조,2016-11-09,2016-11-11,2017-06-21,4,0,단독주택,다가구주택(4가구),제2종일반주거지역,,,,,4
신축,라온빌리지,서울특별시 광진구 구의동 226-50 외1필지,195.3,115.2,386.88,,58.98,198.09,철근콘크리트구조,2016-02-25,2016-12-06,2017-06-20,5,0,공동주택,다세대주택,제2종일반주거지역,,,8,,
신축,자양동 16-47 공동주택 (강현규),서울특별시 광진구 자양동 16-47,126.3,72,211.52,,57.01,167.47,철근콘크리트구조,2016-12-19,2017-02-22,2017-06-19,5,0,공동주택,다세대주택(6세대),제2종일반주거지역,,,6,,
신축,,서울특별시 광진구 자양동 683-14,137.7,82.15,210.72,,59.66,153.03,철근콘크리트구조,2016-10-19,2016-11-17,2017-06-19,4,0,단독주택,(다가구),도시지역,,,,,5
신축,현진빌라,서울특별시 광진구 구의동 45-23,211.6,126.71,317.07,,59.88,149.84,철근콘크리트구조,2017-01-03,2017-01-24,2017-06-16,5,0,공동주택,다세대주택(도시형생활주택),제1종일반주거지역,,,8,,
신축,화양동 17-31 제2종근린생활시설 (김충한),서울특별시 광진구 화양동 17-31,124.3,74.44,463.96,,59.89,373.26,철근콘크리트구조,2016-11-18,2016-11-28,2017-06-16,7,0,제2종근린생활시설,사무소,준주거지역,,,,,
신축,,서울특별시 광진구 중곡동 100-53,108.8,62.19,156.45,,59.9018,143.796,철근콘크리트구조,2016-08-18,2016-09-26,2017-06-16,4,0,단독주택,근생 및 다가구주택,도시지역,,,,,3
신축,,서울특별시 광진구 자양동 800-1,198,118.35,394.98,,59.77,199.48,철근콘크리트구조,2016-08-10,2016-10-24,2017-06-16,5,0,단독주택,다가구주택 및 근생,도시지역,,가축사육제한구역,,,8
신축,힐카운티8,서울특별시 광진구 구의동 596-8,672,369.64,1317.08,,55.01,195.99,철근콘크리트구조,2016-07-22,2016-07-28,2017-06-16,6,0,공동주택,도시형생활주택(단지형다세대(29세대)),도시지역,,,29,,
용도변경,구의동 546-4 판매시설 (정종대),서울특별시 광진구 구의동 546-4,25260.3,13319.84,259730.85,,52.7303,579.9697,철근콘크리트구조,2017-05-26,,2017-06-14,39,6,판매시설,"업무시설,운동시설,문화및집회시설",준주거지역,,,,3819,
신축,구의동 78-22 공동주택 ,서울특별시 광진구 구의동 78-22 외1필지,260.1,129.92,644.91,,49.95,247.95,철근콘크리트구조,2016-09-29,2016-11-04,2017-06-14,6,0,공동주택,제1종근린생활시설,제3종일반주거지역,,,10,,
증축,화양동 19-25 공동주택 (고숙자),서울특별시 광진구 화양동 19-25,125.3,72.13,403.24,92.58,57.56,321.82,철근콘크리트구조,2016-07-15,2017-03-23,2017-06-14,7,,공동주택,"도시형생활주택(원룸형),제2종근린생활시설",준주거지역,,,14,,
대수선,,서울특별시 광진구 중곡동 39-51,265.73,130.25,492.57,,49.02,133.81,철근콘크리트구조,2017-05-18,,2017-06-13,3,1,제2종근린생활시설,사무소,제2종일반주거지역,미관지구기타,,,,
신축,능동 238-22 공동주택 (이정숙),서울특별시 광진구 능동 238-22,143.91,85.46,215.6,,59.38,149.82,철근콘크리트구조,2017-01-05,2017-02-13,2017-06-13,5,0,공동주택,도시형생활주택(단지형다세대주택),제1종일반주거지역,,,8,,
신축,화양동 3-61 근생주택,서울특별시 광진구 화양동 3-61,129.6,77.08,420.69,,59.4753,324.6065,철근콘크리트구조,2016-08-04,2016-09-30,2017-06-12,7,0,단독주택,다가구주택,준주거지역,,제1종지구단위계획구역,,,4
신축,진성빌,서울특별시 광진구 자양동 684-5,141.9,77.67,234.9,,54.74,165.54,철근콘크리트구조,2016-12-02,2016-12-30,2017-06-09,5,0,공동주택,다세대주택,제2종일반주거지역,,,6,,
신축,제이드빌,서울특별시 광진구 구의동 236-9 외1필지,354.3,176.91,873.42,,49.93,246.52,철근콘크리트구조,2016-08-04,2016-10-12,2017-06-09,7,0,제2종근린생활시설,"(사무소), 다세대주택 16세대",제3종일반주거지역,,,16,2,
신축,헤라힐스3,서울특별시 광진구 중곡동 143-88,160,95.12,238.89,,59.45,149.3,철근콘크리트구조,2016-07-22,2016-11-04,2017-06-09,5,0,공동주택,도시형생활주택(단지형다세대주택8세대),제1종일반주거지역,,,8,,
신축,헤라힐스2,서울특별시 광진구 중곡동 143-155,164,90.28,350.86,,55.05,149.87,철근콘크리트구조,2016-07-22,2016-11-04,2017-06-09,4,1,공동주택,제2종근린생활시설 및 도시형생활주택(단지형다세대주택8세대),제1종일반주거지역,,,8,1,
신축,유진파크뷰,서울특별시 광진구 군자동 116-3,218,128.09,398.13,,58.76,182.63,철근콘크리트구조,2016-12-27,2017-01-19,2017-06-08,5,0,제2종근린생활시설,공동주택(다세대주택10세대),제2종일반주거지역,,,10,1,
신축,대성예가,서울특별시 광진구 구의동 50-5,424.8,248.76,659.22,,58.56,155.18,철근콘크리트구조,2016-11-30,2016-12-30,2017-06-07,6,0,공동주택,도시형생활주택 단지형다세대,제2종일반주거지역,,,13,,
신축,,서울특별시 광진구 중곡동 150-215,195,116.8,389.82,,59.89,199.9,철근콘크리트구조,2016-04-27,2016-07-06,2017-06-05,6,0,공동주택,"다세대주택,제2종근린생활시설(사무소)",도시지역,,,5,,
증축,,서울특별시 광진구 구의동 230-13,401.7,254.05,1152.89,286.44,63.24,243.65,철근콘크리트구조,2017-01-24,2017-02-16,2017-06-02,5,1,제2종근린생활시설,"점포,사무실 /다가구주택",제3종일반주거지역,중심지미관지구,,,,8
신축,성신팰리스,서울특별시 광진구 자양동 651-26 외1필지,385.6,194.77,659.85,,50.51,171.12,철근콘크리트구조,2016-11-07,2016-12-02,2017-06-02,6,0,공동주택,도시형생활주택(단지형다세대주택),도시지역,,,15,,
신축,타임빌,서울특별시 광진구 자양동 227-109 외1필지,186.43,89.06,369.502,,47.771,198.199,철근콘크리트구조,2016-12-06,2016-12-21,2017-06-01,6,0,공동주택,단지형다세대주택,도시지역,,,9,,
신축,,서울특별시 광진구 중곡동 246-53,128.6,76.98,222.34,,59.86,172.89,철근콘크리트구조,2016-11-16,2016-11-21,2017-05-31,4,0,단독주택,다가구주택/제1종근린생활시설(소매점),제2종일반주거지역,,,,,5
신축,파랑새빌라,서울특별시 광진구 자양동 683-6 외1필지,281.6,166.56,560.9,,59.15,199.18,철근콘크리트구조,2016-10-31,2016-11-30,2017-05-31,6,0,공동주택,도시형생활주택 단지형다세대,제2종일반주거지역,,,10,,
신축,키스톤하우스-7,서울특별시 광진구 자양동 227-279 외2필지,367.2,206.58,659.66,,56.26,179.65,철근콘크리트구조,2016-10-17,2016-12-20,2017-05-29,6,0,공동주택,다세대주택(도시형생활주택(단지형15세대),제2종일반주거지역,,학교환경위생정화구역,15,,
신축,자양동 192-17 단독주택 (최옥순),서울특별시 광진구 자양동 192-17,136,81.51,222.94,,59.9338,163.9264,철근콘크리트구조,2016-11-02,2016-11-24,2017-05-26,4,0,단독주택,(다가구),제2종일반주거지역,,,,,3
신축,,서울특별시 광진구 중곡동 150-320,178,99.83,382.49,,56.08,147.02,철근콘크리트구조,2016-09-28,2016-11-03,2017-05-26,4,1,공동주택,다세대주택,제1종일반주거지역,,,7,,
신축,세종빌,서울특별시 광진구 군자동 48-20,320.8,191.76,641.54,,59.78,199.98,철근콘크리트구조,2016-07-25,2016-12-15,2017-05-26,5,0,공동주택,도시형생활주택(원룸형),제2종일반주거지역,,,20,,
신축,중곡동 220-71 공동주택 (진미화),서울특별시 광진구 중곡동 220-71,229.4,137.16,415.9,,59.79,181.3,철근콘크리트구조,2016-12-05,2016-12-19,2017-05-23,5,0,공동주택,다세대주택,제2종일반주거지역,,지구단위계획구역,11,,
신축,대원스마트빌,서울특별시 광진구 구의동 59-20 외1필지,393.7,217.62,786.66,,55.28,199.81,철근콘크리트구조,2016-11-18,2016-12-13,2017-05-23,6,0,공동주택,2종근생사무소및다세대주택,제2종일반주거지역,,,12,2,
신축,소소헌,서울특별시 광진구 자양동 227-57,106.1,52.92,264.07,,49.88,248.88,철근콘크리트구조,2016-07-19,2016-11-01,2017-05-23,6,0,단독주택,근린생활+다가구,도시지역,,,,,3
신축,,서울특별시 광진구 자양동 600-3,125.8,74.83,232.36,,59.48,184.71,철근콘크리트구조,2016-07-13,2017-02-27,2017-05-22,4,0,단독주택,"다가구주택,근린생활시설",,대공방어협조구역,학교환경위생정화구역,,,5
증축,동원빌딩,서울특별시 광진구 중곡동 637-5 외2필지,886.7,362.4,2054.03,258.53,40.87,191.15,철근콘크리트구조,2014-10-29,2016-08-19,2017-05-22,5,1,업무시설,근린생활시설,제3종일반주거지역,중심지미관지구,,,,
신축,유림상가,서울특별시 광진구 능동 255-4,555.4,277.5,687.72,,49.96,123.82,일반철골구조,2016-06-28,2016-12-20,2017-05-19,3,0,제1종근린생활시설,"소매점,의원(제2종근린생활시설 사무소)",도시지역,중심지미관지구,제1종지구단위계획구역,,,
신축,레브하우스,서울특별시 광진구 중곡동 128-1,188.08,101.21,374.95,,53.81,199.35,철근콘크리트구조,2016-10-27,2016-11-15,2017-05-18,6,0,공동주택,도시형생활주택(단지형다세대주택10),제2종일반주거지역,,,10,,
신축,세종에코그린,서울특별시 광진구 중곡동 254-38,170.5,101.76,332.84,,59.68,195.21,철근콘크리트구조,2016-08-04,2016-10-17,2017-05-18,5,0,공동주택,다세대주택및제2종근린생활시설(사무소),제2종일반주거지역,,,7,1,
신축,중곡동 604-5 근생 및 다세대 주택 ,서울특별시 광진구 중곡동 604-5,198.7,118.65,467.81,,59.7131,199.3256,철근콘크리트구조,2016-09-29,2016-10-17,2017-05-17,5,1,공동주택,근생 및 다세대 주택,도시지역,,일반주거지역,7,,
신축,킨즈빌,서울특별시 광진구 중곡동 18-37,113.9,67.95,227.92,,59.65,181.04,철근콘크리트구조,2016-09-28,2016-11-04,2017-05-17,4,0,단독주택,/근린생활시설,제2종일반주거지역,,제1종지구단위계획구역,,,2
신축,,서울특별시 광진구 광장동 272-5,128,76.76,253.15,,59.97,197.77,철근콘크리트구조,2016-08-25,2016-10-10,2017-05-17,4,0,단독주택,다가구주택,제2종일반주거지역,,,,,3
신축,광장동 249-3 단독주택 (민순기),서울특별시 광진구 광장동 249-3,165,98.22,328.08,,59.53,198.84,철근콘크리트구조,2016-10-18,2016-11-01,2017-05-16,5,0,단독주택,다가구주택(5가구),제2종일반주거지역,,지구단위계획구역,,2,5
신축,한가온 빌,서울특별시 광진구 구의동 27-15 외1필지,320.3,181.9,640.37,,56.79,199.93,철근콘크리트구조,2016-09-29,2016-11-04,2017-05-12,6,0,공동주택,다세대주택,도시지역,대공방어협조구역,,7,,
신축,현진에코빌,서울특별시 광진구 중곡동 169-98 외1필지,346.34,205.38,659.78,,59.3,190.5,철근콘크리트구조,2016-11-03,2016-11-22,2017-05-11,6,0,공동주택,도시형생활주택 단지형다세대,제2종일반주거지역,,,15,,
신축,아미움,서울특별시 광진구 중곡동 340-22,132,78.85,258.75,,59.73,196.02,철근콘크리트구조,2016-10-20,2016-12-30,2017-05-08,5,0,공동주택,근린생활시설및다세대주택,제2종일반주거지역,,,4,,
신축,대산파크빌,서울특별시 광진구 구의동 619-15 외1필지,440,254.48,659.86,,57.84,149.97,철근콘크리트구조,2016-12-21,2016-12-23,2017-05-04,5,0,공동주택,"단지형다세대주택,제2종근린생활시설(사무소)",제1종일반주거지역,,,12,,
신축,중곡동 107-66 단독주택 (김해리나),서울특별시 광진구 중곡동 107-66,124.3,73.87,186.1,,59.43,149.72,철근콘크리트구조,2016-11-25,2016-12-16,2017-05-04,4,0,단독주택,다가구,도시지역,,가축사육제한구역,,,6
신축,뉴평강 온새미로 원,서울특별시 광진구 중곡동 127-13 외1필지,227.3,134.05,424.76,,58.97,186.87,철근콘크리트구조,2016-10-06,2016-11-04,2017-05-04,5,0,공동주택,다세대주택 및 제1종근린생활시설,제2종일반주거지역,,,7,,
신축,자양동 226-21 단독주택 (건축주),서울특별시 광진구 자양동 226-21,157,72.98,426.49,,46.48,233.7,철근콘크리트구조,2016-08-18,2016-09-02,2017-05-01,6,1,제2종근린생활시설,"제1종근린생활시설,단독주택(다가구주택)",도시지역,,,,5,2
신축,,서울특별시 광진구 자양동 806-13,198.7,112.24,393.99,,56.4872,198.28,철근콘크리트구조,2016-11-21,2016-12-01,2017-04-28,5,0,단독주택,"다가구주택,근린생활시설",제2종일반주거지역,,,,,7
신축,,서울특별시 광진구 자양동 844-2 외1필지,192,107.1,383.97,,55.78,199.98,철근콘크리트구조,2016-11-16,2016-12-26,2017-04-28,5,0,단독주택,"근린생활시설, 다가구주택",제2종일반주거지역,,,,,6
신축,대원캐슬빌8차A동,서울특별시 광진구 자양동 218-24,268.9,134.33,569.97,,49.9554,211.9636,철근콘크리트구조,2016-09-30,2016-11-15,2017-04-28,6,0,공동주택,도시형생활주택,도시지역,대공방어협조구역,상수원보호기타,10,,
신축,힐카운티9,서울특별시 광진구 구의동 596-9,675,371.34,1589.77,,55.01,194.17,철근콘크리트구조,2016-07-22,2016-07-28,2017-04-28,6,1,공동주택,도시형생활주택(단지형다세대(29세대))/제1종근린생활시설(소매점),도시지역,,,29,,
신축,월튼 파크뷰 2차,서울특별시 광진구 자양동 227-123,324.7,161.7,795.71,,49.8,245.06,철근콘크리트구조,2016-10-26,2016-11-02,2017-04-26,7,0,공동주택,도시형생활주택-단지형다세대주택/제2종근린생활시설-사무소,제3종일반주거지역,,,10,,
신축,,서울특별시 광진구 구의동 22-26,194.7,108.8,290.86,,55.88,149.39,철근콘크리트구조,2016-10-14,2016-11-10,2017-04-25,5,0,공동주택,다세대주택,제1종일반주거지역,,,7,,
신축,머스트하우스,서울특별시 광진구 구의동 223-23,124.6,74.42,248.22,,59.73,199.21,철근콘크리트구조,2016-10-14,2016-10-27,2017-04-25,5,0,단독주택,다가구주택,제2종일반주거지역,,,,,4
신축,라 메종 (구의동 저에너지주택),서울특별시 광진구 구의동 69-31,246.9,121.98,334.316,,49.4046,135.405,철근콘크리트구조,2016-09-06,2016-10-21,2017-04-25,4,0,공동주택,다세대 주택,도시지역,대공방어협조구역,상수원보호기타,3,1,
신축,한영해시안 아파트,서울특별시 광진구 중곡동 238-6,596.7,175.8,1207.28,,29.46,199.82,철근콘크리트구조,2016-06-02,2016-07-13,2017-04-25,10,1,공동주택,아파트,도시지역,일반미관지구,학교환경위생정화구역,18,,
신축,비에프빌딩,서울특별시 광진구 광장동 256-4,181,106.07,333.27,,58.6,184.13,일반철골구조,2016-11-23,2016-12-29,2017-04-24,4,0,제2종근린생활시설,제1종근린생활시설,도시지역,대공방어협조구역,제1종지구단위계획구역,,,
신축,중곡동 246-52 단독주택 (정무웅),서울특별시 광진구 중곡동 246-52,135.5,81.04,213.96,,59.81,157.9,철근콘크리트구조,2016-10-13,2016-10-17,2017-04-20,4,0,단독주택,다가구주택및제1종근린생활시설(소매점),제2종일반주거지역,,,,1,5
신축,자양동 651-25 단독주택 (신종환),서울특별시 광진구 자양동 651-25,164.2,97.65,318.33,,59.4702,193.8672,철근콘크리트구조,2016-10-27,2016-11-04,2017-04-19,4,0,단독주택,다가구주택,제2종일반주거지역,,가축사육제한구역,,,7
신축,대원캐슬빌8차 B동,서울특별시 광진구 자양동 218-5,221,107.05,347.19,,48.4389,157.0995,철근콘크리트구조,2016-09-30,2016-11-15,2017-04-19,5,0,공동주택,도시형생활주택,도시지역,대공방어협조구역,상수원보호기타,8,,
신축,나린오토파츠,서울특별시 광진구 군자동 354-4,173,86.29,515.96,,49.88,224.93,철근콘크리트구조,2016-05-16,2016-06-22,2017-04-19,6,1,제2종근린생활시설,"사무소, 단독주택(다가구)",제3종일반주거지역,,,,5,3
신축,자양동 607-35 공동주택,서울특별시 광진구 자양동 607-35,217.6,129.43,399.53,,59.48,183.61,철근콘크리트구조,2016-08-26,2016-09-07,2017-04-18,5,0,공동주택,다세대주택,도시지역,대공방어협조구역,,7,,
신축,다우하우스,서울특별시 광진구 능동 314-2,388.8,197.58,583.1,,50.82,149.97,철근콘크리트구조,2016-10-20,2016-11-24,2017-04-17,5,0,공동주택,도시형생활주택/단지형다세대주택,제1종일반주거지역,최고고도지구,,12,,
신축,,서울특별시 광진구 구의동 210-27,116,69.18,232.03,,59.64,155.87,철근콘크리트구조,2016-07-29,2016-08-24,2017-04-17,4,1,단독주택,"다가구주택, 근린생활시설",제2종일반주거지역,,,,,2
신축,민성그린빌,서울특별시 광진구 구의동 28-55 외1필지,296.75,177.97,703.58,,59.97,189.1,철근콘크리트구조,2016-10-05,2016-10-14,2017-04-14,5,1,공동주택,다세대주택,도시지역,,가축사육제한구역,8,,
신축,,서울특별시 광진구 중곡동 123-21,187.4,112,372.65,,59.76,198.85,철근콘크리트구조,2015-11-30,2016-10-27,2017-04-14,5,0,공동주택,근생 및 다세대주택,,,,7,,
신축,광희현대타워,서울특별시 광진구 광장동 457-1,624,271.24,1986.63,,43.47,248.8,철근콘크리트구조,2016-05-18,2016-06-08,2017-04-11,8,1,공동주택,,제3종일반주거지역,일반미관지구,,7,,
신축,자양에스하임10,서울특별시 광진구 자양동 649-16 외4필지,530.4,308.94,1059.86,,58.25,199.82,철근콘크리트구조,2016-10-27,2016-11-08,2017-04-07,5,0,공동주택,도시형생활주택 (원룸형),제2종일반주거지역,,,29,,
신축,라움,서울특별시 광진구 중곡동 296-61,233.7,140.18,484.33,,59.98,149.54,철근콘크리트구조,2016-07-13,2016-08-01,2017-04-07,4,1,공동주택,다세대주택 및 근린생활시설,제1종일반주거지역,대공방어협조구역,학교환경위생정화구역,10,,
신축,화양동 44-57 공동주택 (정진두),서울특별시 광진구 화양동 44-57 외1필지,249.83,149.38,495.61,,59.79,198.38,철근콘크리트구조,2016-07-14,2016-10-07,2017-04-06,5,0,공동주택,다세대주택(15세대),도시지역,,,15,,
신축,,서울특별시 광진구 구의동 242-55,164.6,95.4,329.01,,57.96,199.88,철근콘크리트구조,2016-07-15,2016-08-22,2017-04-05,5,0,단독주택,다가구주택 및 근린생활시설,,,,,,10
신축,이안채2,서울특별시 광진구 중곡동 194-47 외2필지,168.3,91.01,305.67,,54.08,181.62,철근콘크리트구조,2016-07-12,2016-08-01,2017-04-05,5,0,공동주택,다세대주택,제2종일반주거지역,대공방어협조구역,학교환경위생정화구역,8,,
신축,중곡동 166-41 제1종근린생활시설 (김정행),서울특별시 광진구 중곡동 166-41 외1필지,399,213,988.93,,53.38,179.01,철근콘크리트구조,2016-07-07,2016-08-12,2017-04-04,4,1,제1종근린생활시설,"소매점,의원",제2종일반주거지역,미관지구,지구단위계획구역,,,
신축,금명빌,서울특별시 광진구 중곡동 21-17,175.2,99.65,349.89,,56.88,199.71,철근콘크리트구조,2016-05-25,2016-06-02,2017-04-04,5,0,제2종근린생활시설,다가구주택,제2종일반주거지역,미관지구기타,지구단위계획구역,,,3
신축,,서울특별시 광진구 중곡동 169-52,142,85.11,270.98,,59.94,190.83,철근콘크리트구조,2016-11-11,2016-11-16,2017-04-03,5,0,단독주택,다가구주택 및 제2종근린생활시설,제2종일반주거지역,,,,3,5
신축,.,서울특별시 광진구 중곡동 102-6,162.6,97.44,325.9,,59.93,149.81,철근콘크리트구조,2016-10-20,2016-11-18,2017-04-03,4,1,공동주택,다세대주택,제1종일반주거지역,,,7,,
신축,하우젠팰리스,서울특별시 광진구 능동 245-10,382.5,229.28,571.02,,59.94,149.29,철근콘크리트구조,2016-07-14,2016-07-29,2017-03-31,5,0,공동주택,도시형생활주택 단지형다세대주택 및 제2종근린생활시설,제1종일반주거지역,,,13,1,
용도변경,정성빌딩,서울특별시 광진구 구의동 53-1 외3필지,1956.6,555.83,3110.39,,28.41,107.89,철근콘크리트구조,2017-02-16,,2017-03-30,4,1,판매시설,상점,도시지역,대공방어협조구역,중점경관관리구역,,,
신축,Penta Vill,서울특별시 광진구 화양동 82,188,110.65,681.61,,58.86,362.56,철근콘크리트구조,2016-06-03,2016-06-28,2017-03-30,8,0,공동주택,다세대주택(7세대)/제2종근린생활시설,준주거지역,,제1종지구단위계획구역,7,6,
신축,자양동 844-7 단독주택 (김이남),서울특별시 광진구 자양동 844-7,169.01,100.1,337.16,,59.23,199.49,철근콘크리트구조,2016-08-24,2016-09-07,2017-03-29,5,0,단독주택,"다가구주택,근린생활시설",도시지역,대공방어협조구역,학교환경위생정화구역,,,6
신축,,서울특별시 광진구 구의동 207-1,246.3,145.95,492.13,,59.25,199.8092,철근콘크리트구조,2016-08-24,2016-09-05,2017-03-28,5,0,공동주택,근생 및 다세대주택,도시지역,,,8,,
신축,에덴빌 4차,서울특별시 광진구 구의동 640-2,218,129.36,434.84,,59.34,199.47,철근콘크리트구조,2016-10-12,2016-11-02,2017-03-27,5,0,공동주택,다세대주택-8세대,도시지역,대공방어협조구역,상수원보호기타,8,,
